cluster_id,region,annual_opex,annual_revenue,payback_base,CAPEXC,CAPEXB,CAPEXO
220,Mainland,1185600.0,114945667.2,5.43,710673139.78,617976643.28,556178978.96
221,Mainland,761280.0,28889078.4,5.52,178612143.91,155314907.75,139783416.97
222,Mainland,1185600.0,95827617.33,5.44,592472211.79,515193227.65,463673904.88
223,Mainland,761280.0,37972771.2,5.49,234773777.84,204151111.16,183736000.05
224,Mainland,761280.0,19706820.46,5.59,121841112.5,105948793.48,95353914.13
225,Mainland,380640.0,0.0,inf,0.0,0.0,0.0
226,Mainland,1185600.0,83252332.8,5.45,514723157.35,447585354.22,402826818.79
227,Mainland,761280.0,23076144.0,5.56,142672587.06,124063119.18,111656807.26
228,Mainland,761280.0,56431065.6,5.45,348895643.9,303387516.43,273048764.79
229,Mainland,380640.0,5933491.2,5.74,36684921.87,31899932.06,28709938.86
230,Mainland,761280.0,40221417.6,5.48,248676455.83,216240396.37,194616356.73
231,Mainland,761280.0,63048585.6,5.44,389809702.08,338964958.33,305068462.5
232,Mainland,1185600.0,77709340.8,5.46,480452570.0,417784843.48,376006359.13
233,Mainland,761280.0,46244016.0,5.47,285912299.67,248619391.02,223757451.92
234,Mainland,761280.0,69192789.12,5.44,427797392.38,371997732.51,334797959.26
235,Mainland,380640.0,14711523.24,5.52,90956750.85,79092826.82,71183544.14
236,Mainland,1185600.0,84175415.25,5.45,520430287.68,452548076.24,407293268.62
237,Mainland,1185600.0,87247645.43,5.45,539424926.81,469065153.75,422158638.37
238,Mainland,761280.0,38951377.92,5.48,240824197.37,209412345.54,188471110.99
239,Mainland,380640.0,11630062.08,5.56,71905039.45,62526121.26,56273509.13
240,Mainland,1185600.0,161656185.6,5.42,999469678.01,869104067.83,782193661.05
241,Mainland,1185600.0,97692940.8,5.44,604004923.92,525221672.98,472699505.68
242,Mainland,380640.0,18605059.2,5.49,115029266.95,100025449.52,90022904.57
243,Mainland,761280.0,33635347.2,5.5,207956840.69,180832035.38,162748831.85
244,Mainland,380640.0,5443401.6,5.78,33654851.03,29265087.85,26338579.07
245,Mainland,380640.0,2588931.07,6.3,16006551.78,13918740.68,12526866.61
246,Mainland,761280.0,34819948.8,5.5,215280862.2,187200749.74,168480674.76
247,Mainland,761280.0,24998523.86,5.55,154558061.01,134398313.92,120958482.53
248,Mainland,380640.0,9659744.64,5.6,59723182.44,51933202.12,46739881.91
249,Mainland,380640.0,4623091.2,5.86,28583128.17,24854894.06,22369404.66
250,Mainland,761280.0,43413552.0,5.47,268412425.28,233402108.94,210061898.05
251,Mainland,761280.0,70785187.2,5.43,437642692.09,380558862.68,342502976.42
252,Mainland,761280.0,70415130.24,5.44,435354745.55,378569343.95,340712409.56
253,Mainland,1185600.0,99165830.4,5.44,613111340.04,533140295.69,479826266.12
254,Mainland,761280.0,53273001.6,5.45,329370321.08,286408974.85,257768077.37
255,Mainland,1185600.0,95520297.6,5.44,590572149.97,513540999.97,462186899.97
256,Mainland,380640.0,8601465.6,5.63,53180173.85,46243629.43,41619266.49
257,Mainland,380640.0,17775838.08,5.49,109902451.9,95567349.48,86010614.53
258,Mainland,761280.0,53435491.2,5.45,330374943.5,287282559.56,258554303.61
259,Mainland,761280.0,37818144.0,5.49,233817766.18,203319796.68,182987817.01
260,Mainland,761280.0,61945228.8,5.44,382987991.79,333033036.34,299729732.7
261,Mainland,761280.0,46985702.4,5.46,290497914.91,252606882.53,227346194.28
262,Mainland,761280.0,26823888.0,5.53,165843717.04,144211927.86,129790735.07
263,Mainland,761280.0,19874076.77,5.59,122875206.01,106848005.22,96163204.7
264,Mainland,761280.0,28343952.0,5.52,175241797.73,152384171.94,137145754.75
265,Mainland,761280.0,42648278.4,5.47,263680977.76,229287806.75,206359026.07
266,Mainland,761280.0,55427299.2,5.45,342689669.92,297991017.32,268191915.59
267,Mainland,761280.0,31512499.2,5.51,194831934.9,169419073.82,152477166.44
268,Mainland,1185600.0,136774310.4,5.42,845632819.23,735332886.29,661799597.66
269,Mainland,1185600.0,130125340.8,5.43,804524318.0,699586363.48,629627727.13
270,Mainland,1185600.0,74902464.0,5.46,463098527.89,402694372.08,362424934.87
271,Mainland,761280.0,28380643.2,5.52,175468647.95,152581433.0,137323289.7
272,Mainland,761280.0,58339008.0,5.45,360691855.52,313645091.76,282280582.58
