cluster_id,region,annual_opex,annual_revenue,payback_base,CAPEXC,CAPEXB,CAPEXO
261,Mainland,474240.0,1648862.54,45.4,61347385.76,53345552.83,48010997.55
262,Mainland,474240.0,941326.87,65.2,35022896.77,30454692.84,27409223.56
263,Mainland,474240.0,697438.14,101.1,25948801.27,22564175.02,20307757.51
264,Mainland,474240.0,994670.26,61.8,37007584.61,32180508.36,28962457.52
265,Mainland,474240.0,1496649.94,47.4,55684181.64,48421027.51,43578924.76
266,Mainland,474240.0,1945102.29,42.8,72369247.06,62929780.06,56636802.05
267,Mainland,474240.0,1105863.63,56.6,41144632.21,35777941.06,32200146.95
268,Mainland,792480.0,4799801.34,38.8,178580843.81,155287690.27,139758921.24
269,Mainland,792480.0,4566470.0,39.1,169899545.42,147738735.14,132964861.63
270,Mainland,792480.0,2628541.47,46.3,97797204.65,85041047.52,76536942.77
271,Mainland,474240.0,995957.86,61.8,37055490.87,32222165.98,28999949.38
272,Mainland,474240.0,2047282.47,42.1,76170950.86,66235609.44,59612048.5
